College,Graduated,Sector,Dropout,Dropout
ROC TOP,2014,Zakelijke dienstverlening en veiligheid,1,52
ROC TOP,2014,"Zorg, welzijn en sport",0,815
ROC TOP,2014,"Zorg, welzijn en sport",1,164
ROC TOP,2015,Bovensectoraal,1,137
ROC TOP,2015,Bovensectoraal,0,11
ROC TOP,2015,Creatieve industrie en ICT,0,37
ROC TOP,2015,Creatieve industrie en ICT,1,6
ROC TOP,2015,Handel,0,239
ROC TOP,2015,Handel,1,148
ROC TOP,2015,"Mobiliteit, transport, logistiek, maritiem",0,6
ROC TOP,2015,"Mobiliteit, transport, logistiek, maritiem",1,4
ROC TOP,2015,"Voedsel, groen en gastvrijheid",0,96
ROC TOP,2015,"Voedsel, groen en gastvrijheid",1,10
ROC TOP,2015,Zakelijke dienstverlening en veiligheid,0,298
ROC TOP,2015,Zakelijke dienstverlening en veiligheid,1,70
ROC TOP,2015,"Zorg, welzijn en sport",0,941
ROC TOP,2015,"Zorg, welzijn en sport",1,192
ROC Ter AA,2005,Bovensectoraal,1,29
ROC Ter AA,2005,Bovensectoraal,0,7
ROC Ter AA,2005,Creatieve industrie en ICT,0,66
ROC Ter AA,2005,Creatieve industrie en ICT,1,21
ROC Ter AA,2005,Handel,0,46
ROC Ter AA,2005,Handel,1,45
ROC Ter AA,2005,Techniek en gebouwde omgeving,0,184
ROC Ter AA,2005,Techniek en gebouwde omgeving,1,63
ROC Ter AA,2005,Zakelijke dienstverlening en veiligheid,0,89
ROC Ter AA,2005,Zakelijke dienstverlening en veiligheid,1,49
ROC Ter AA,2005,"Zorg, welzijn en sport",0,161
ROC Ter AA,2005,"Zorg, welzijn en sport",1,56
ROC Ter AA,2006,Bovensectoraal,1,27
ROC Ter AA,2006,Bovensectoraal,0,17
ROC Ter AA,2006,Creatieve industrie en ICT,0,84
ROC Ter AA,2006,Creatieve industrie en ICT,1,12
ROC Ter AA,2006,Handel,0,69
ROC Ter AA,2006,Handel,1,49
ROC Ter AA,2006,Techniek en gebouwde omgeving,0,162
ROC Ter AA,2006,Techniek en gebouwde omgeving,1,48
ROC Ter AA,2006,Zakelijke dienstverlening en veiligheid,0,66
ROC Ter AA,2006,Zakelijke dienstverlening en veiligheid,1,36
ROC Ter AA,2006,"Zorg, welzijn en sport",0,236
ROC Ter AA,2006,"Zorg, welzijn en sport",1,64
ROC Ter AA,2007,Bovensectoraal,0,93
ROC Ter AA,2007,Bovensectoraal,1,36
ROC Ter AA,2007,Creatieve industrie en ICT,0,76
ROC Ter AA,2007,Creatieve industrie en ICT,1,15
ROC Ter AA,2007,Handel,0,62
ROC Ter AA,2007,Handel,1,48
ROC Ter AA,2007,Techniek en gebouwde omgeving,0,167
ROC Ter AA,2007,Techniek en gebouwde omgeving,1,47
ROC Ter AA,2007,Zakelijke dienstverlening en veiligheid,0,106
ROC Ter AA,2007,Zakelijke dienstverlening en veiligheid,1,29
ROC Ter AA,2007,"Zorg, welzijn en sport",0,248
ROC Ter AA,2007,"Zorg, welzijn en sport",1,67
ROC Ter AA,2008,Bovensectoraal,0,117
ROC Ter AA,2008,Bovensectoraal,1,31
ROC Ter AA,2008,Creatieve industrie en ICT,0,32
ROC Ter AA,2008,Creatieve industrie en ICT,1,9
ROC Ter AA,2008,Handel,0,81
ROC Ter AA,2008,Handel,1,27
ROC Ter AA,2008,Techniek en gebouwde omgeving,0,162
ROC Ter AA,2008,Techniek en gebouwde omgeving,1,60
ROC Ter AA,2008,"Voedsel, groen en gastvrijheid",1,7
ROC Ter AA,2008,"Voedsel, groen en gastvrijheid",0,1
ROC Ter AA,2008,Zakelijke dienstverlening en veiligheid,0,93
ROC Ter AA,2008,Zakelijke dienstverlening en veiligheid,1,39
ROC Ter AA,2008,"Zorg, welzijn en sport",0,314
ROC Ter AA,2008,"Zorg, welzijn en sport",1,78
ROC Ter AA,2009,Bovensectoraal,0,74
ROC Ter AA,2009,Bovensectoraal,1,63
ROC Ter AA,2009,Creatieve industrie en ICT,0,30
ROC Ter AA,2009,Creatieve industrie en ICT,1,15
ROC Ter AA,2009,Handel,0,67
ROC Ter AA,2009,Handel,1,21
ROC Ter AA,2009,Techniek en gebouwde omgeving,0,238
ROC Ter AA,2009,Techniek en gebouwde omgeving,1,71
ROC Ter AA,2009,"Voedsel, groen en gastvrijheid",0,38
ROC Ter AA,2009,"Voedsel, groen en gastvrijheid",1,19
ROC Ter AA,2009,Zakelijke dienstverlening en veiligheid,0,121
ROC Ter AA,2009,Zakelijke dienstverlening en veiligheid,1,47
ROC Ter AA,2009,"Zorg, welzijn en sport",0,252
ROC Ter AA,2009,"Zorg, welzijn en sport",1,82
ROC Ter AA,2010,Bovensectoraal,0,136
ROC Ter AA,2010,Bovensectoraal,1,106
ROC Ter AA,2010,Creatieve industrie en ICT,0,38
ROC Ter AA,2010,Creatieve industrie en ICT,1,16
ROC Ter AA,2010,Handel,0,94
ROC Ter AA,2010,Handel,1,25
ROC Ter AA,2010,"Mobiliteit, transport, logistiek, maritiem",0,12
ROC Ter AA,2010,"Mobiliteit, transport, logistiek, maritiem",1,2
ROC Ter AA,2010,Techniek en gebouwde omgeving,0,273
ROC Ter AA,2010,Techniek en gebouwde omgeving,1,59
ROC Ter AA,2010,"Voedsel, groen en gastvrijheid",0,28
ROC Ter AA,2010,"Voedsel, groen en gastvrijheid",1,26
ROC Ter AA,2010,Zakelijke dienstverlening en veiligheid,0,158
ROC Ter AA,2010,Zakelijke dienstverlening en veiligheid,1,51
ROC Ter AA,2010,"Zorg, welzijn en sport",0,308
ROC Ter AA,2010,"Zorg, welzijn en sport",1,94
ROC Ter AA,2011,Bovensectoraal,0,76
ROC Ter AA,2011,Bovensectoraal,1,55
ROC Ter AA,2011,Creatieve industrie en ICT,0,61
ROC Ter AA,2011,Creatieve industrie en ICT,1,20
ROC Ter AA,2011,Handel,0,149
ROC Ter AA,2011,Handel,1,42
ROC Ter AA,2011,"Mobiliteit, transport, logistiek, maritiem",0,57
ROC Ter AA,2011,"Mobiliteit, transport, logistiek, maritiem",1,33
ROC Ter AA,2011,Techniek en gebouwde omgeving,0,280
ROC Ter AA,2011,Techniek en gebouwde omgeving,1,58
ROC Ter AA,2011,"Voedsel, groen en gastvrijheid",0,112
ROC Ter AA,2011,"Voedsel, groen en gastvrijheid",1,40
ROC Ter AA,2011,Zakelijke dienstverlening en veiligheid,0,167
ROC Ter AA,2011,Zakelijke dienstverlening en veiligheid,1,53
ROC Ter AA,2011,"Zorg, welzijn en sport",0,355
ROC Ter AA,2011,"Zorg, welzijn en sport",1,143
ROC Ter AA,2012,Bovensectoraal,0,38
ROC Ter AA,2012,Bovensectoraal,1,18
ROC Ter AA,2012,Creatieve industrie en ICT,0,65
ROC Ter AA,2012,Creatieve industrie en ICT,1,15
ROC Ter AA,2012,Handel,0,87
ROC Ter AA,2012,Handel,1,53
ROC Ter AA,2012,"Mobiliteit, transport, logistiek, maritiem",0,121
ROC Ter AA,2012,"Mobiliteit, transport, logistiek, maritiem",1,9
ROC Ter AA,2012,Techniek en gebouwde omgeving,0,302
ROC Ter AA,2012,Techniek en gebouwde omgeving,1,59
ROC Ter AA,2012,"Voedsel, groen en gastvrijheid",0,199
ROC Ter AA,2012,"Voedsel, groen en gastvrijheid",1,38
ROC Ter AA,2012,Zakelijke dienstverlening en veiligheid,0,185
ROC Ter AA,2012,Zakelijke dienstverlening en veiligheid,1,40
ROC Ter AA,2012,"Zorg, welzijn en sport",0,435
ROC Ter AA,2012,"Zorg, welzijn en sport",1,322
ROC Ter AA,2013,Bovensectoraal,0,63
ROC Ter AA,2013,Bovensectoraal,1,12
ROC Ter AA,2013,Creatieve industrie en ICT,0,92
ROC Ter AA,2013,Creatieve industrie en ICT,1,24
ROC Ter AA,2013,Handel,0,87
ROC Ter AA,2013,Handel,1,17
ROC Ter AA,2013,"Mobiliteit, transport, logistiek, maritiem",0,53
ROC Ter AA,2013,"Mobiliteit, transport, logistiek, maritiem",1,34
ROC Ter AA,2013,Techniek en gebouwde omgeving,0,302
ROC Ter AA,2013,Techniek en gebouwde omgeving,1,47
ROC Ter AA,2013,"Voedsel, groen en gastvrijheid",0,242
ROC Ter AA,2013,"Voedsel, groen en gastvrijheid",1,29
ROC Ter AA,2013,Zakelijke dienstverlening en veiligheid,0,176
ROC Ter AA,2013,Zakelijke dienstverlening en veiligheid,1,40
ROC Ter AA,2013,"Zorg, welzijn en sport",0,450
ROC Ter AA,2013,"Zorg, welzijn en sport",1,80
ROC Ter AA,2014,Bovensectoraal,0,184
ROC Ter AA,2014,Bovensectoraal,1,23
ROC Ter AA,2014,Creatieve industrie en ICT,0,87
ROC Ter AA,2014,Creatieve industrie en ICT,1,32
ROC Ter AA,2014,Handel,0,66
ROC Ter AA,2014,Handel,1,18
ROC Ter AA,2014,"Mobiliteit, transport, logistiek, maritiem",0,32
ROC Ter AA,2014,"Mobiliteit, transport, logistiek, maritiem",1,3
ROC Ter AA,2014,Techniek en gebouwde omgeving,0,258
ROC Ter AA,2014,Techniek en gebouwde omgeving,1,49
ROC Ter AA,2014,"Voedsel, groen en gastvrijheid",0,43
ROC Ter AA,2014,"Voedsel, groen en gastvrijheid",1,8
ROC Ter AA,2014,Zakelijke dienstverlening en veiligheid,0,170
ROC Ter AA,2014,Zakelijke dienstverlening en veiligheid,1,35
ROC Ter AA,2014,"Zorg, welzijn en sport",0,511
ROC Ter AA,2014,"Zorg, welzijn en sport",1,54
ROC Ter AA,2015,Bovensectoraal,1,61
ROC Ter AA,2015,Bovensectoraal,0,18
ROC Ter AA,2015,Creatieve industrie en ICT,0,98
ROC Ter AA,2015,Creatieve industrie en ICT,1,45
ROC Ter AA,2015,Handel,0,62
ROC Ter AA,2015,Handel,1,20
ROC Ter AA,2015,"Mobiliteit, transport, logistiek, maritiem",0,22
ROC Ter AA,2015,"Mobiliteit, transport, logistiek, maritiem",1,2
ROC Ter AA,2015,Techniek en gebouwde omgeving,0,335
ROC Ter AA,2015,Techniek en gebouwde omgeving,1,85
ROC Ter AA,2015,"Voedsel, groen en gastvrijheid",0,35
ROC Ter AA,2015,"Voedsel, groen en gastvrijheid",1,1
ROC Ter AA,2015,Zakelijke dienstverlening en veiligheid,0,194
ROC Ter AA,2015,Zakelijke dienstverlening en veiligheid,1,41
ROC Ter AA,2015,"Zorg, welzijn en sport",0,603
ROC Ter AA,2015,"Zorg, welzijn en sport",1,107
ROC Tilburg,2005,Bovensectoraal,1,100
ROC Tilburg,2005,Bovensectoraal,0,56
ROC Tilburg,2005,Creatieve industrie en ICT,0,54
ROC Tilburg,2005,Creatieve industrie en ICT,1,27
ROC Tilburg,2005,Handel,0,179
ROC Tilburg,2005,Handel,1,129
ROC Tilburg,2005,"Mobiliteit, transport, logistiek, maritiem",0,65
ROC Tilburg,2005,"Mobiliteit, transport, logistiek, maritiem",1,60
ROC Tilburg,2005,Techniek en gebouwde omgeving,0,208
ROC Tilburg,2005,Techniek en gebouwde omgeving,1,122
ROC Tilburg,2005,"Voedsel, groen en gastvrijheid",1,46
ROC Tilburg,2005,"Voedsel, groen en gastvrijheid",0,29
ROC Tilburg,2005,Zakelijke dienstverlening en veiligheid,0,180
ROC Tilburg,2005,Zakelijke dienstverlening en veiligheid,1,172
ROC Tilburg,2005,"Zorg, welzijn en sport",0,284
ROC Tilburg,2005,"Zorg, welzijn en sport",1,142
ROC Tilburg,2006,Bovensectoraal,1,89
ROC Tilburg,2006,Bovensectoraal,0,86
ROC Tilburg,2006,Creatieve industrie en ICT,0,32
ROC Tilburg,2006,Creatieve industrie en ICT,1,28
ROC Tilburg,2006,Handel,0,651
ROC Tilburg,2006,Handel,1,288
ROC Tilburg,2006,"Mobiliteit, transport, logistiek, maritiem",0,250
ROC Tilburg,2006,"Mobiliteit, transport, logistiek, maritiem",1,124
ROC Tilburg,2006,Techniek en gebouwde omgeving,0,234
ROC Tilburg,2006,Techniek en gebouwde omgeving,1,100
ROC Tilburg,2006,"Voedsel, groen en gastvrijheid",0,50
ROC Tilburg,2006,"Voedsel, groen en gastvrijheid",1,45
ROC Tilburg,2006,Zakelijke dienstverlening en veiligheid,0,358
ROC Tilburg,2006,Zakelijke dienstverlening en veiligheid,1,156
ROC Tilburg,2006,"Zorg, welzijn en sport",0,607
ROC Tilburg,2006,"Zorg, welzijn en sport",1,225
ROC Tilburg,2007,Bovensectoraal,1,71
ROC Tilburg,2007,Bovensectoraal,0,62
ROC Tilburg,2007,Creatieve industrie en ICT,0,54
ROC Tilburg,2007,Creatieve industrie en ICT,1,24
ROC Tilburg,2007,Handel,0,529
ROC Tilburg,2007,Handel,1,249
ROC Tilburg,2007,"Mobiliteit, transport, logistiek, maritiem",0,297
ROC Tilburg,2007,"Mobiliteit, transport, logistiek, maritiem",1,77
ROC Tilburg,2007,Techniek en gebouwde omgeving,0,254
ROC Tilburg,2007,Techniek en gebouwde omgeving,1,87
ROC Tilburg,2007,"Voedsel, groen en gastvrijheid",1,40
ROC Tilburg,2007,"Voedsel, groen en gastvrijheid",0,36
ROC Tilburg,2007,Zakelijke dienstverlening en veiligheid,0,332
ROC Tilburg,2007,Zakelijke dienstverlening en veiligheid,1,151
ROC Tilburg,2007,"Zorg, welzijn en sport",0,638
ROC Tilburg,2007,"Zorg, welzijn en sport",1,225
ROC Tilburg,2008,Bovensectoraal,0,66
ROC Tilburg,2008,Bovensectoraal,1,60
ROC Tilburg,2008,Creatieve industrie en ICT,0,81
ROC Tilburg,2008,Creatieve industrie en ICT,1,20
ROC Tilburg,2008,Handel,0,672
ROC Tilburg,2008,Handel,1,285
ROC Tilburg,2008,"Mobiliteit, transport, logistiek, maritiem",0,1005
ROC Tilburg,2008,"Mobiliteit, transport, logistiek, maritiem",1,101
ROC Tilburg,2008,Techniek en gebouwde omgeving,0,311
ROC Tilburg,2008,Techniek en gebouwde omgeving,1,104
ROC Tilburg,2008,"Voedsel, groen en gastvrijheid",0,59
ROC Tilburg,2008,"Voedsel, groen en gastvrijheid",1,26
ROC Tilburg,2008,Zakelijke dienstverlening en veiligheid,0,438
ROC Tilburg,2008,Zakelijke dienstverlening en veiligheid,1,131
ROC Tilburg,2008,"Zorg, welzijn en sport",0,757
ROC Tilburg,2008,"Zorg, welzijn en sport",1,204
ROC Tilburg,2009,Bovensectoraal,0,82
ROC Tilburg,2009,Bovensectoraal,1,63
ROC Tilburg,2009,Creatieve industrie en ICT,0,85
ROC Tilburg,2009,Creatieve industrie en ICT,1,18
ROC Tilburg,2009,Handel,0,721
ROC Tilburg,2009,Handel,1,251
ROC Tilburg,2009,"Mobiliteit, transport, logistiek, maritiem",0,317
ROC Tilburg,2009,"Mobiliteit, transport, logistiek, maritiem",1,78
ROC Tilburg,2009,Techniek en gebouwde omgeving,0,333
ROC Tilburg,2009,Techniek en gebouwde omgeving,1,102
ROC Tilburg,2009,"Voedsel, groen en gastvrijheid",0,33
ROC Tilburg,2009,"Voedsel, groen en gastvrijheid",1,29
ROC Tilburg,2009,Zakelijke dienstverlening en veiligheid,0,478
ROC Tilburg,2009,Zakelijke dienstverlening en veiligheid,1,79
ROC Tilburg,2009,"Zorg, welzijn en sport",0,708
ROC Tilburg,2009,"Zorg, welzijn en sport",1,214
ROC Tilburg,2010,Bovensectoraal,0,168
ROC Tilburg,2010,Bovensectoraal,1,64
ROC Tilburg,2010,Creatieve industrie en ICT,0,69
ROC Tilburg,2010,Creatieve industrie en ICT,1,35
ROC Tilburg,2010,Handel,0,737
ROC Tilburg,2010,Handel,1,291
ROC Tilburg,2010,"Mobiliteit, transport, logistiek, maritiem",0,506
ROC Tilburg,2010,"Mobiliteit, transport, logistiek, maritiem",1,69
ROC Tilburg,2010,Techniek en gebouwde omgeving,0,361
ROC Tilburg,2010,Techniek en gebouwde omgeving,1,75
ROC Tilburg,2010,"Voedsel, groen en gastvrijheid",0,71
ROC Tilburg,2010,"Voedsel, groen en gastvrijheid",1,22
ROC Tilburg,2010,Zakelijke dienstverlening en veiligheid,0,459
ROC Tilburg,2010,Zakelijke dienstverlening en veiligheid,1,96
ROC Tilburg,2010,"Zorg, welzijn en sport",0,821
ROC Tilburg,2010,"Zorg, welzijn en sport",1,170
ROC Tilburg,2011,Bovensectoraal,0,175
ROC Tilburg,2011,Bovensectoraal,1,93
ROC Tilburg,2011,Creatieve industrie en ICT,0,99
ROC Tilburg,2011,Creatieve industrie en ICT,1,31
ROC Tilburg,2011,Handel,0,786
ROC Tilburg,2011,Handel,1,223
ROC Tilburg,2011,"Mobiliteit, transport, logistiek, maritiem",0,773
ROC Tilburg,2011,"Mobiliteit, transport, logistiek, maritiem",1,135
ROC Tilburg,2011,Techniek en gebouwde omgeving,0,324
ROC Tilburg,2011,Techniek en gebouwde omgeving,1,85
ROC Tilburg,2011,"Voedsel, groen en gastvrijheid",0,93
ROC Tilburg,2011,"Voedsel, groen en gastvrijheid",1,18
ROC Tilburg,2011,Zakelijke dienstverlening en veiligheid,0,419
ROC Tilburg,2011,Zakelijke dienstverlening en veiligheid,1,90
ROC Tilburg,2011,"Zorg, welzijn en sport",0,878
ROC Tilburg,2011,"Zorg, welzijn en sport",1,168
ROC Tilburg,2012,Bovensectoraal,0,117
ROC Tilburg,2012,Bovensectoraal,1,84
ROC Tilburg,2012,Creatieve industrie en ICT,0,117
ROC Tilburg,2012,Creatieve industrie en ICT,1,33
ROC Tilburg,2012,Handel,0,1087
ROC Tilburg,2012,Handel,1,248
ROC Tilburg,2012,"Mobiliteit, transport, logistiek, maritiem",0,1037
ROC Tilburg,2012,"Mobiliteit, transport, logistiek, maritiem",1,172
ROC Tilburg,2012,Techniek en gebouwde omgeving,0,476
ROC Tilburg,2012,Techniek en gebouwde omgeving,1,95
ROC Tilburg,2012,"Voedsel, groen en gastvrijheid",0,81
ROC Tilburg,2012,"Voedsel, groen en gastvrijheid",1,26
ROC Tilburg,2012,Zakelijke dienstverlening en veiligheid,0,475
ROC Tilburg,2012,Zakelijke dienstverlening en veiligheid,1,73
ROC Tilburg,2012,"Zorg, welzijn en sport",0,1025
ROC Tilburg,2012,"Zorg, welzijn en sport",1,110
ROC Tilburg,2013,Bovensectoraal,0,93
ROC Tilburg,2013,Bovensectoraal,1,62
ROC Tilburg,2013,Creatieve industrie en ICT,0,99
ROC Tilburg,2013,Creatieve industrie en ICT,1,18
ROC Tilburg,2013,Handel,0,1005
ROC Tilburg,2013,Handel,1,215
ROC Tilburg,2013,"Mobiliteit, transport, logistiek, maritiem",0,1405
ROC Tilburg,2013,"Mobiliteit, transport, logistiek, maritiem",1,136
ROC Tilburg,2013,Techniek en gebouwde omgeving,0,468
ROC Tilburg,2013,Techniek en gebouwde omgeving,1,102
ROC Tilburg,2013,"Voedsel, groen en gastvrijheid",0,180
ROC Tilburg,2013,"Voedsel, groen en gastvrijheid",1,44
ROC Tilburg,2013,Zakelijke dienstverlening en veiligheid,0,600
ROC Tilburg,2013,Zakelijke dienstverlening en veiligheid,1,84
ROC Tilburg,2013,"Zorg, welzijn en sport",0,1128
ROC Tilburg,2013,"Zorg, welzijn en sport",1,121
ROC Tilburg,2014,Bovensectoraal,0,174
ROC Tilburg,2014,Bovensectoraal,1,95
ROC Tilburg,2014,Creatieve industrie en ICT,0,123
ROC Tilburg,2014,Creatieve industrie en ICT,1,24
ROC Tilburg,2014,Handel,0,1120
ROC Tilburg,2014,Handel,1,138
ROC Tilburg,2014,"Mobiliteit, transport, logistiek, maritiem",0,751
ROC Tilburg,2014,"Mobiliteit, transport, logistiek, maritiem",1,70
ROC Tilburg,2014,Techniek en gebouwde omgeving,0,418
ROC Tilburg,2014,Techniek en gebouwde omgeving,1,67
ROC Tilburg,2014,"Voedsel, groen en gastvrijheid",0,209
ROC Tilburg,2014,"Voedsel, groen en gastvrijheid",1,37
ROC Tilburg,2014,Zakelijke dienstverlening en veiligheid,0,472
ROC Tilburg,2014,Zakelijke dienstverlening en veiligheid,1,87
ROC Tilburg,2014,"Zorg, welzijn en sport",0,1152
ROC Tilburg,2014,"Zorg, welzijn en sport",1,115
ROC Tilburg,2015,Bovensectoraal,1,168
ROC Tilburg,2015,Bovensectoraal,0,22
ROC Tilburg,2015,Creatieve industrie en ICT,0,132
ROC Tilburg,2015,Creatieve industrie en ICT,1,49
ROC Tilburg,2015,Handel,0,958
ROC Tilburg,2015,Handel,1,113
ROC Tilburg,2015,"Mobiliteit, transport, logistiek, maritiem",0,420
ROC Tilburg,2015,"Mobiliteit, transport, logistiek, maritiem",1,54
ROC Tilburg,2015,Techniek en gebouwde omgeving,0,463
ROC Tilburg,2015,Techniek en gebouwde omgeving,1,72
ROC Tilburg,2015,"Voedsel, groen en gastvrijheid",0,239
ROC Tilburg,2015,"Voedsel, groen en gastvrijheid",1,47
ROC Tilburg,2015,Zakelijke dienstverlening en veiligheid,0,330
ROC Tilburg,2015,Zakelijke dienstverlening en veiligheid,1,106
ROC Tilburg,2015,"Zorg, welzijn en sport",0,1149
ROC Tilburg,2015,"Zorg, welzijn en sport",1,140
ROC West-Brabant,2005,Bovensectoraal,1,378
ROC West-Brabant,2005,Bovensectoraal,0,161
ROC West-Brabant,2005,Creatieve industrie en ICT,0,251
ROC West-Brabant,2005,Creatieve industrie en ICT,1,81
ROC West-Brabant,2005,Handel,0,562
ROC West-Brabant,2005,Handel,1,346
ROC West-Brabant,2005,"Mobiliteit, transport, logistiek, maritiem",0,186
ROC West-Brabant,2005,"Mobiliteit, transport, logistiek, maritiem",1,148
ROC West-Brabant,2005,Techniek en gebouwde omgeving,0,607
ROC West-Brabant,2005,Techniek en gebouwde omgeving,1,310
ROC West-Brabant,2005,"Voedsel, groen en gastvrijheid",1,184
ROC West-Brabant,2005,"Voedsel, groen en gastvrijheid",0,172
ROC West-Brabant,2005,Zakelijke dienstverlening en veiligheid,0,433
ROC West-Brabant,2005,Zakelijke dienstverlening en veiligheid,1,304
ROC West-Brabant,2005,"Zorg, welzijn en sport",0,746
ROC West-Brabant,2005,"Zorg, welzijn en sport",1,203
ROC West-Brabant,2006,Bovensectoraal,1,236
ROC West-Brabant,2006,Bovensectoraal,0,132
ROC West-Brabant,2006,Creatieve industrie en ICT,0,157
ROC West-Brabant,2006,Creatieve industrie en ICT,1,52
ROC West-Brabant,2006,Handel,0,502
ROC West-Brabant,2006,Handel,1,294
ROC West-Brabant,2006,"Mobiliteit, transport, logistiek, maritiem",0,283
ROC West-Brabant,2006,"Mobiliteit, transport, logistiek, maritiem",1,107
ROC West-Brabant,2006,Techniek en gebouwde omgeving,0,659
ROC West-Brabant,2006,Techniek en gebouwde omgeving,1,259
ROC West-Brabant,2006,"Voedsel, groen en gastvrijheid",0,176
ROC West-Brabant,2006,"Voedsel, groen en gastvrijheid",1,159
ROC West-Brabant,2006,Zakelijke dienstverlening en veiligheid,0,490
ROC West-Brabant,2006,Zakelijke dienstverlening en veiligheid,1,187
ROC West-Brabant,2006,"Zorg, welzijn en sport",0,950
ROC West-Brabant,2006,"Zorg, welzijn en sport",1,206
ROC West-Brabant,2007,Bovensectoraal,0,377
ROC West-Brabant,2007,Bovensectoraal,1,193
ROC West-Brabant,2007,Creatieve industrie en ICT,0,175
ROC West-Brabant,2007,Creatieve industrie en ICT,1,80
ROC West-Brabant,2007,Handel,0,441
ROC West-Brabant,2007,Handel,1,302
ROC West-Brabant,2007,"Mobiliteit, transport, logistiek, maritiem",0,329
ROC West-Brabant,2007,"Mobiliteit, transport, logistiek, maritiem",1,106
ROC West-Brabant,2007,Techniek en gebouwde omgeving,0,725
ROC West-Brabant,2007,Techniek en gebouwde omgeving,1,245
ROC West-Brabant,2007,"Voedsel, groen en gastvrijheid",0,288
ROC West-Brabant,2007,"Voedsel, groen en gastvrijheid",1,122
ROC West-Brabant,2007,Zakelijke dienstverlening en veiligheid,0,517
ROC West-Brabant,2007,Zakelijke dienstverlening en veiligheid,1,190
ROC West-Brabant,2007,"Zorg, welzijn en sport",0,889
ROC West-Brabant,2007,"Zorg, welzijn en sport",1,212
ROC West-Brabant,2008,Bovensectoraal,1,669
ROC West-Brabant,2008,Bovensectoraal,0,198
ROC West-Brabant,2008,Creatieve industrie en ICT,0,161
ROC West-Brabant,2008,Creatieve industrie en ICT,1,55
ROC West-Brabant,2008,Handel,0,636
ROC West-Brabant,2008,Handel,1,307
ROC West-Brabant,2008,"Mobiliteit, transport, logistiek, maritiem",0,344
ROC West-Brabant,2008,"Mobiliteit, transport, logistiek, maritiem",1,129
ROC West-Brabant,2008,Techniek en gebouwde omgeving,0,746
ROC West-Brabant,2008,Techniek en gebouwde omgeving,1,309
ROC West-Brabant,2008,"Voedsel, groen en gastvrijheid",0,253
ROC West-Brabant,2008,"Voedsel, groen en gastvrijheid",1,116
ROC West-Brabant,2008,Zakelijke dienstverlening en veiligheid,0,672
ROC West-Brabant,2008,Zakelijke dienstverlening en veiligheid,1,152
ROC West-Brabant,2008,"Zorg, welzijn en sport",0,1042
ROC West-Brabant,2008,"Zorg, welzijn en sport",1,269
ROC West-Brabant,2009,Bovensectoraal,1,354
ROC West-Brabant,2009,Bovensectoraal,0,302
ROC West-Brabant,2009,Creatieve industrie en ICT,0,144
ROC West-Brabant,2009,Creatieve industrie en ICT,1,45
ROC West-Brabant,2009,Handel,0,508
ROC West-Brabant,2009,Handel,1,238
ROC West-Brabant,2009,"Mobiliteit, transport, logistiek, maritiem",0,334
ROC West-Brabant,2009,"Mobiliteit, transport, logistiek, maritiem",1,90
ROC West-Brabant,2009,Techniek en gebouwde omgeving,0,835
ROC West-Brabant,2009,Techniek en gebouwde omgeving,1,262
ROC West-Brabant,2009,"Voedsel, groen en gastvrijheid",0,235
ROC West-Brabant,2009,"Voedsel, groen en gastvrijheid",1,91
ROC West-Brabant,2009,Zakelijke dienstverlening en veiligheid,0,557
ROC West-Brabant,2009,Zakelijke dienstverlening en veiligheid,1,168
ROC West-Brabant,2009,"Zorg, welzijn en sport",0,1086
ROC West-Brabant,2009,"Zorg, welzijn en sport",1,257
ROC West-Brabant,2010,Bovensectoraal,0,1136
ROC West-Brabant,2010,Bovensectoraal,1,520
ROC West-Brabant,2010,Creatieve industrie en ICT,0,246
ROC West-Brabant,2010,Creatieve industrie en ICT,1,38
ROC West-Brabant,2010,Handel,0,507
ROC West-Brabant,2010,Handel,1,297
ROC West-Brabant,2010,"Mobiliteit, transport, logistiek, maritiem",0,282
ROC West-Brabant,2010,"Mobiliteit, transport, logistiek, maritiem",1,80
ROC West-Brabant,2010,Techniek en gebouwde omgeving,0,1085
ROC West-Brabant,2010,Techniek en gebouwde omgeving,1,297
ROC West-Brabant,2010,"Voedsel, groen en gastvrijheid",0,281
ROC West-Brabant,2010,"Voedsel, groen en gastvrijheid",1,83
ROC West-Brabant,2010,Zakelijke dienstverlening en veiligheid,0,556
ROC West-Brabant,2010,Zakelijke dienstverlening en veiligheid,1,163
ROC West-Brabant,2010,"Zorg, welzijn en sport",0,1193
ROC West-Brabant,2010,"Zorg, welzijn en sport",1,234
ROC West-Brabant,2011,Bovensectoraal,1,884
ROC West-Brabant,2011,Bovensectoraal,0,648
ROC West-Brabant,2011,Creatieve industrie en ICT,0,271
ROC West-Brabant,2011,Creatieve industrie en ICT,1,77
ROC West-Brabant,2011,Handel,0,554
ROC West-Brabant,2011,Handel,1,172
ROC West-Brabant,2011,"Mobiliteit, transport, logistiek, maritiem",0,365
ROC West-Brabant,2011,"Mobiliteit, transport, logistiek, maritiem",1,72
ROC West-Brabant,2011,Techniek en gebouwde omgeving,0,1072
ROC West-Brabant,2011,Techniek en gebouwde omgeving,1,280
ROC West-Brabant,2011,"Voedsel, groen en gastvrijheid",0,357
ROC West-Brabant,2011,"Voedsel, groen en gastvrijheid",1,107
ROC West-Brabant,2011,Zakelijke dienstverlening en veiligheid,0,530
